occurrenceID,relatedResourceID,resourceID,relationshipOfResource,relationshipOfResourceID
ECOSUR-SC:ECOAB:121235,SACOFF,ECOSUR-SC:ECOAB:121235,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121236,SACOFF,ECOSUR-SC:ECOAB:121236,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121237,SACOFF,ECOSUR-SC:ECOAB:121237,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121238,SACOFF,ECOSUR-SC:ECOAB:121238,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121240,SACOFF,ECOSUR-SC:ECOAB:121240,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121241,SACOFF,ECOSUR-SC:ECOAB:121241,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121242,SACOFF,ECOSUR-SC:ECOAB:121242,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121243,SACOFF,ECOSUR-SC:ECOAB:121243,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121244,SACOFF,ECOSUR-SC:ECOAB:121244,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121245,SACOFF,ECOSUR-SC:ECOAB:121245,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121256,SACOFF,ECOSUR-SC:ECOAB:121256,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121257,SACOFF,ECOSUR-SC:ECOAB:121257,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121258,SACOFF,ECOSUR-SC:ECOAB:121258,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121259,SACOFF,ECOSUR-SC:ECOAB:121259,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121260,SACOFF,ECOSUR-SC:ECOAB:121260,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121261,SACOFF,ECOSUR-SC:ECOAB:121261,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121262,SACOFF,ECOSUR-SC:ECOAB:121262,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121263,SACOFF,ECOSUR-SC:ECOAB:121263,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121264,SACOFF,ECOSUR-SC:ECOAB:121264,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121265,SACOFF,ECOSUR-SC:ECOAB:121265,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121266,SACOFF,ECOSUR-SC:ECOAB:121266,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121268,SACOFF,ECOSUR-SC:ECOAB:121268,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121269,SACOFF,ECOSUR-SC:ECOAB:121269,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121270,SACOFF,ECOSUR-SC:ECOAB:121270,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121271,SACOFF,ECOSUR-SC:ECOAB:121271,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121273,SACOFF,ECOSUR-SC:ECOAB:121273,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121274,SACOFF,ECOSUR-SC:ECOAB:121274,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121275,SACOFF,ECOSUR-SC:ECOAB:121275,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121276,SACOFF,ECOSUR-SC:ECOAB:121276,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121277,SACOFF,ECOSUR-SC:ECOAB:121277,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121278,SACOFF,ECOSUR-SC:ECOAB:121278,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121279,SACOFF,ECOSUR-SC:ECOAB:121279,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121280,SACOFF,ECOSUR-SC:ECOAB:121280,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121281,SACOFF,ECOSUR-SC:ECOAB:121281,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121333,SACOFF,ECOSUR-SC:ECOAB:121333,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121334,SACOFF,ECOSUR-SC:ECOAB:121334,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121359,SACOFF,ECOSUR-SC:ECOAB:121359,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121360,SACOFF,ECOSUR-SC:ECOAB:121360,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121361,SACOFF,ECOSUR-SC:ECOAB:121361,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121362,SACOFF,ECOSUR-SC:ECOAB:121362,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121363,SACOFF,ECOSUR-SC:ECOAB:121363,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121364,SACOFF,ECOSUR-SC:ECOAB:121364,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121365,SACOFF,ECOSUR-SC:ECOAB:121365,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121398,SACOFF,ECOSUR-SC:ECOAB:121398,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121401,SACOFF,ECOSUR-SC:ECOAB:121401,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121404,SACOFF,ECOSUR-SC:ECOAB:121404,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121406,SACOFF,ECOSUR-SC:ECOAB:121406,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121407,SACOFF,ECOSUR-SC:ECOAB:121407,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121408,SACOFF,ECOSUR-SC:ECOAB:121408,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121715,BYRCRA,ECOSUR-SC:ECOAB:121715,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121716,BYRCRA,ECOSUR-SC:ECOAB:121716,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121717,BYRCRA,ECOSUR-SC:ECOAB:121717,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121718,BYRCRA,ECOSUR-SC:ECOAB:121718,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121719,BYRCRA,ECOSUR-SC:ECOAB:121719,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121720,BYRCRA,ECOSUR-SC:ECOAB:121720,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121889,BYRCRA,ECOSUR-SC:ECOAB:121889,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121890,BYRCRA,ECOSUR-SC:ECOAB:121890,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121891,BYRCRA,ECOSUR-SC:ECOAB:121891,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121892,BYRCRA,ECOSUR-SC:ECOAB:121892,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121893,BYRCRA,ECOSUR-SC:ECOAB:121893,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:121894,BYRCRA,ECOSUR-SC:ECOAB:121894,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:122324,TECGRA,ECOSUR-SC:ECOAB:122324,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:122325,TECGRA,ECOSUR-SC:ECOAB:122325,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:122338,TECGRA,ECOSUR-SC:ECOAB:122338,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:122372,TECGRA,ECOSUR-SC:ECOAB:122372,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:122376,SACOFF,ECOSUR-SC:ECOAB:122376,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:122400,TECGRA,ECOSUR-SC:ECOAB:122400,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:122402,TECGRA,ECOSUR-SC:ECOAB:122402,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:122403,TECGRA,ECOSUR-SC:ECOAB:122403,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:122404,TECGRA,ECOSUR-SC:ECOAB:122404,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:122405,TECGRA,ECOSUR-SC:ECOAB:122405,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:122406,TECGRA,ECOSUR-SC:ECOAB:122406,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:122407,TECGRA,ECOSUR-SC:ECOAB:122407,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:122414,TECGRA,ECOSUR-SC:ECOAB:122414,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:122415,TECGRA,ECOSUR-SC:ECOAB:122415,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:122416,TECGRA,ECOSUR-SC:ECOAB:122416,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:122667,BIXORE,ECOSUR-SC:ECOAB:122667,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:122668,BIXORE,ECOSUR-SC:ECOAB:122668,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:122669,BIXORE,ECOSUR-SC:ECOAB:122669,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:12272,BRAJUN,ECOSUR-SC:ECOAB:12272,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:12273,BRAJUN,ECOSUR-SC:ECOAB:12273,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:12274,BRAJUN,ECOSUR-SC:ECOAB:12274,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:12275,BRAJUN,ECOSUR-SC:ECOAB:12275,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:12276,BRAJUN,ECOSUR-SC:ECOAB:12276,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:12278,SOLNIG,ECOSUR-SC:ECOAB:12278,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:12279,BRAJUN,ECOSUR-SC:ECOAB:12279,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:12280,BRAJUN,ECOSUR-SC:ECOAB:12280,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:12281,BRAJUN,ECOSUR-SC:ECOAB:12281,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:122810,CROLON,ECOSUR-SC:ECOAB:122810,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:122811,CROLON,ECOSUR-SC:ECOAB:122811,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:12282,BRAJUN,ECOSUR-SC:ECOAB:12282,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:12284,BRAJUN,ECOSUR-SC:ECOAB:12284,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:12285,BRAJUN,ECOSUR-SC:ECOAB:12285,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:12286,RAPSAT,ECOSUR-SC:ECOAB:12286,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:12287,BRAJUN,ECOSUR-SC:ECOAB:12287,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:12288,BRAJUN,ECOSUR-SC:ECOAB:12288,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:12289,OXALAT,ECOSUR-SC:ECOAB:12289,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:12290,OXALAT,ECOSUR-SC:ECOAB:12290,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:12291,BRAJUN,ECOSUR-SC:ECOAB:12291,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:122913,LUPSP,ECOSUR-SC:ECOAB:122913,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:122914,LUPSP,ECOSUR-SC:ECOAB:122914,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:122915,LUPSP,ECOSUR-SC:ECOAB:122915,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:122916,LUPSP,ECOSUR-SC:ECOAB:122916,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:122917,LUPSP,ECOSUR-SC:ECOAB:122917,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:122918,LUPSP,ECOSUR-SC:ECOAB:122918,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:122919,LUPSP,ECOSUR-SC:ECOAB:122919,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:12292,BRAJUN,ECOSUR-SC:ECOAB:12292,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:122920,LUPSP,ECOSUR-SC:ECOAB:122920,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:122921,LUPSP,ECOSUR-SC:ECOAB:122921,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:122922,LUPSP,ECOSUR-SC:ECOAB:122922,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:122923,LUPSP,ECOSUR-SC:ECOAB:122923,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:122924,LUPSP,ECOSUR-SC:ECOAB:122924,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:122925,LUPSP,ECOSUR-SC:ECOAB:122925,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:122926,LUPSP,ECOSUR-SC:ECOAB:122926,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:122927,LUPSP,ECOSUR-SC:ECOAB:122927,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:122928,LUPSP,ECOSUR-SC:ECOAB:122928,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:122929,LUPSP,ECOSUR-SC:ECOAB:122929,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:12293,BRAJUN,ECOSUR-SC:ECOAB:12293,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:122930,LUPSP,ECOSUR-SC:ECOAB:122930,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:12294,BRAJUN,ECOSUR-SC:ECOAB:12294,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:12295,BRAJUN,ECOSUR-SC:ECOAB:12295,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:12296,BRAJUN,ECOSUR-SC:ECOAB:12296,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:12297,BRAJUN,ECOSUR-SC:ECOAB:12297,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:12298,BRAJUN,ECOSUR-SC:ECOAB:12298,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:122983,CIRSP,ECOSUR-SC:ECOAB:122983,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:122984,CIRSP,ECOSUR-SC:ECOAB:122984,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:12299,CUCSP,ECOSUR-SC:ECOAB:12299,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:122995,DAUCAR,ECOSUR-SC:ECOAB:122995,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:122997,DAUCAR,ECOSUR-SC:ECOAB:122997,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:122998,DAUCAR,ECOSUR-SC:ECOAB:122998,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:12300,BRAJUN,ECOSUR-SC:ECOAB:12300,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:123000,TECSTA,ECOSUR-SC:ECOAB:123000,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:123003,TECGRA,ECOSUR-SC:ECOAB:123003,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:123004,TECGRA,ECOSUR-SC:ECOAB:123004,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:123005,TECGRA,ECOSUR-SC:ECOAB:123005,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:12301,BRAJUN,ECOSUR-SC:ECOAB:12301,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:12302,SOLNIG,ECOSUR-SC:ECOAB:12302,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:12303,BRAJUN,ECOSUR-SC:ECOAB:12303,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:12304,BRAJUN,ECOSUR-SC:ECOAB:12304,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:123044,SACOFF,ECOSUR-SC:ECOAB:123044,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:123045,SACOFF,ECOSUR-SC:ECOAB:123045,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:123048,SACOFF,ECOSUR-SC:ECOAB:123048,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:12305,BRAJUN,ECOSUR-SC:ECOAB:12305,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:123051,SACOFF,ECOSUR-SC:ECOAB:123051,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:12306,BRAJUN,ECOSUR-SC:ECOAB:12306,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:12307,BRAJUN,ECOSUR-SC:ECOAB:12307,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:123075,TECGRA,ECOSUR-SC:ECOAB:123075,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:123076,TECGRA,ECOSUR-SC:ECOAB:123076,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:123077,TECGRA,ECOSUR-SC:ECOAB:123077,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:123078,TECGRA,ECOSUR-SC:ECOAB:123078,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:123079,TECGRA,ECOSUR-SC:ECOAB:123079,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:12308,RAPSAT,ECOSUR-SC:ECOAB:12308,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:123080,TECGRA,ECOSUR-SC:ECOAB:123080,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:123081,TECGRA,ECOSUR-SC:ECOAB:123081,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:123082,TECGRA,ECOSUR-SC:ECOAB:123082,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:123083,TECGRA,ECOSUR-SC:ECOAB:123083,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:123084,TECGRA,ECOSUR-SC:ECOAB:123084,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:123085,TECGRA,ECOSUR-SC:ECOAB:123085,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:123086,TECGRA,ECOSUR-SC:ECOAB:123086,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:123087,TECGRA,ECOSUR-SC:ECOAB:123087,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:123088,TECGRA,ECOSUR-SC:ECOAB:123088,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:123089,TECGRA,ECOSUR-SC:ECOAB:123089,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:12309,BRAJUN,ECOSUR-SC:ECOAB:12309,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:123090,TECGRA,ECOSUR-SC:ECOAB:123090,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:123091,TECGRA,ECOSUR-SC:ECOAB:123091,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:123092,TECGRA,ECOSUR-SC:ECOAB:123092,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:123093,TECGRA,ECOSUR-SC:ECOAB:123093,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:123094,TECGRA,ECOSUR-SC:ECOAB:123094,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:123095,TECGRA,ECOSUR-SC:ECOAB:123095,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:123096,TECGRA,ECOSUR-SC:ECOAB:123096,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:123097,TECGRA,ECOSUR-SC:ECOAB:123097,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:123098,TECGRA,ECOSUR-SC:ECOAB:123098,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:123099,TECGRA,ECOSUR-SC:ECOAB:123099,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:12310,BRAJUN,ECOSUR-SC:ECOAB:12310,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:123100,TECGRA,ECOSUR-SC:ECOAB:123100,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:123101,TECGRA,ECOSUR-SC:ECOAB:123101,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:123102,TECGRA,ECOSUR-SC:ECOAB:123102,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:123103,TECGRA,ECOSUR-SC:ECOAB:123103,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:123104,TECGRA,ECOSUR-SC:ECOAB:123104,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:123105,TECGRA,ECOSUR-SC:ECOAB:123105,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:123106,TECGRA,ECOSUR-SC:ECOAB:123106,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:123107,TECGRA,ECOSUR-SC:ECOAB:123107,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:123108,TECGRA,ECOSUR-SC:ECOAB:123108,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:123109,TECGRA,ECOSUR-SC:ECOAB:123109,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:12311,BRAJUN,ECOSUR-SC:ECOAB:12311,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:123110,TECGRA,ECOSUR-SC:ECOAB:123110,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:123111,TECGRA,ECOSUR-SC:ECOAB:123111,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
ECOSUR-SC:ECOAB:123112,TECGRA,ECOSUR-SC:ECOAB:123112,visits flowers of,http://purl.obolibrary.org/obo/RO_0002622
