taxonID,scientificName,taxonRank,kingdom,phylum,class,order,family,genus,verbatimScientificName
CENXOC,Centris xochipillii,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Centris,Centris xochipillii
CENTRI,Centris trigonoides,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Centris,Centris trigonoides
GAEEXU,Gaesischia exul,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Gaesischia,Gaesischia exul
MEGOTO,Megachile otomita,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile otomita
SCAPEC,Scaptotrigona pectoralis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Scaptotrigona,Scaptotrigona pectoralis
PLEFRO,Plebeia frontalis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Plebeia,Plebeia frontalis
PSEUSP06,Pseudopanurgus,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Pseudopanurgus,Pseudopanurgus sp.06
XYLFRO,Xylocopa frontalis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,Xylocopa frontalis
XYLBAR,Xylocopa barbatella,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,Xylocopa barbatella
CEPZEX,Cephalotrigona zexmeniae,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Cephalotrigona,Cephalotrigona zexmeniae
COLSP09,Colletes,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Colletes,Colletes sp. 09
TRINIG,Trigona nigerrima,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,Trigona nigerrima
CAEGEM,Caenaugochlora gemmella,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Caenaugochlora,Caenaugochlora gemmella
XAN1SPNOV,Xanthopedia,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xanthopedia,Xanthopedia sp1 sp.nov.
LASJUB,Lasioglossum jubatum,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum jubatum
EULCIN,Eulaema cingulata,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Eulaema,Eulaema cingulata
PSEUSP07,Pseudopanurgus,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Pseudopanurgus,Pseudopanurgus sp.07
PSECRE,Pseudopanurgus crenulatus,species,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Pseudopanurgus,Pseudopanurgus crenulatus
MELMARSEG,Melitoma marginella/segemntaria ?,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Melitoma,Melitoma marginella/segemntaria ?
PSESP,Pseudopanurgus,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Pseudopanurgus,
TRIANG,Tetragonisca angustula,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Tetragonisca,Tetragonisca angustula
ANCSP02M,Ancyloscelis,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ancyloscelis,Ancyloscelis sp. 02
ANCSP01M,Ancyloscelis,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ancyloscelis,Ancyloscelis sp. 01M
ANCSP02F,Ancyloscelis,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ancyloscelis,Ancyloscelis sp. 02
ANCSP,Ancyloscelis,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ancyloscelis,
ANCSP03B,Ancyloscelis,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ancyloscelis,Ancyloscelis sp. 03B
ANCWHE,Ancyloscelis wheeleri,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ancyloscelis,Ancyloscelis wheeleri
ANCSP03A,Ancyloscelis,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ancyloscelis,Ancyloscelis sp. 03A
MEGAXY,Megachile axyx,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile axyx
XYLSPNOV2,Xylocopa,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,Xylocopa spnov2
ANTSQU,Anthophora squammulosa,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Anthophora,Anthophora squammulosa
CHIPOL,Chilicola polita,species,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Chilicola,Chilicola polita
LASASP,Lasioglossum aspasia,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum aspasia
EUGCYAN,Euglossa cyanura,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Euglossa,Euglossa cyanura
MEGAFFAZT,Megachile aff. azteca,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile aff. azteca
MEGAZT,Megachile azteca,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile azteca
MEGLEP,Megachile,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,
HYLHYO,Hylaeus,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Hylaeus,
CENSP,Centris,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Centris,
AUGFLA,Augochloropsis flammea,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochloropsis,Augochloropsis flammea
ANTMAR,Anthophora marginata,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Anthophora,Anthophora marginata
LASSPH6,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp6
HYPOSP01,Hypanthidioides,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Hypanthidioides,Hypanthidioides sp. 01
MYDSAU,Mydrosoma saussurei,species,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Mydrosoma,Mydrosoma saussurei
MEGCOE,Megachile coelioxoides,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile coelioxoides
MEGSP,Megachile,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,
MEGTEP,Megachile tepaneca,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile tepaneca
MEGTOT,Megachile nigripennis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile nigripennis
CERBEL,Ceratina belizensis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Ceratina belizensis
PARORI,Partamona orizabaensis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Partamona,Partamona orizabaensis
EXOTEP,Exomalopsis tepaneca,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Exomalopsis,Exomalopsis tepaneca
PEPCRA,Peponapis crassidentata,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Peponapis,Peponapis crassidentata
XYLLAT,Xylocopa lateralis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,Xylocopa lateralis
CERZAD10F,Ceratina sp.10 nr. capitosa,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Ceratina sp.10 nr. capitosa
ANDSP,Andrena,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Andrena,
LASSPH1,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum sp1
LASDIA3BMC,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum blue metal carinate
LITPLA,Lithurgopsis planifrons,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Lithurgopsis,Lithurgopsis planifrons
CERNAU,Ceratina nautlana,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Ceratina nautlana
CENDEN,Centris dentata,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Centris,Centris dentata
MEGZEX,Megachile zexmeniae,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile zexmeniae
MEGZAPT,Megachile zaptlana,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile zaptlana
EXOSP03MSPNOV,Exomalopsis,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Exomalopsis,Exomalopsis sp. 03 sp. nov. 
CERSP04,Ceratina,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Ceratina sp. 04 Ecosur
XYLFIM,Xylocopa fimbriata,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,Xylocopa fimbriata
HYPMEX,Hypanthidium mexicanum,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Hypanthidium,Hypanthidium mexicanum
MEGMON,Megachile montezuma,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile montezuma
CERSP29M,Ceratina,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Ceratina sp. 29M
XYLSP08F,Xylocopa,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,Xylocopa sp. 08F
CERMEX,Ceratina mexicana,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Ceratina mexicana
AUGCOR,Augochlora cordiaefloris,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlora,Augochlora cordiaefloris
LASDIA3NMA,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum non-metallic acarinate
MEGANU,Megachile angusta,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile angusta
MEGABA,Megachile abacula,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile abacula
HERBRU,Heriades bruneri,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Heriades,Heriades bruneri
EPICHASP1,Epicharis,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Epicharis,Epicharis sp1 nr. elegans
CEREXI,Ceratina eximia,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Ceratina eximia
CENAGI,Centris agilis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Centris,Centris agilis
CRALUC,Crawfordapis luctuosa,species,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Crawfordapis,Crawfordapis luctuosa
PEPAPI,Peponapis apiculata,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Peponapis,Peponapis apiculata
BOMWIL,Bombus wilmattae,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus wilmattae
HYLHYA,Hylaeus,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Hylaeus,
COLSP,Colletes,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Colletes,
AGALEU,Agapostemon leunculus,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Agapostemon,Agapostemon leunculus
COEPRA,Coelioxys pratti,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Coelioxys,Coelioxys pratti
LASDIA3GOMC,Lasioglossum,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum golden metalic carinate
CENFLAVO,Centris flavofasciata,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Centris,Centris flavofasciata
CENVIT,Centris vittata,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Centris,Centris vittata
BOMVAR,Bombus variabilis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,Bombus variabilis
CENTRAC,Centris,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Centris,
CERIGN,Ceratina ignara,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Ceratina ignara
CERSP44M,Ceratina,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Ceratina sp. 44M
CERSAP,Ceratina,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Ceratina sapphira
CERSP14,Ceratina,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Ceratina sp. 14
CERSP12,Ceratina,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Ceratina sp. 12 Ecosur
CERSP07A,Ceratina,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Ceratina sp. 07A
CERSP42F,Ceratina,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Ceratina sp. 42F
CERSP07DF,Ceratina,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Ceratina sp. 07DF
CERSP07CF,Ceratina,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Ceratina sp. 07CF
CERSP57,Ceratina,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Ceratina sp. 57
CERZADSPNOV11,Ceratina,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Ceratina spnov11 Flórez
CERSPC02,Ceratina,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Ceratina sp. C02
CERSP07,Ceratina,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Ceratina sp. 07 Ecosur
CERSP25F,Ceratina,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Ceratina sp. 25F Ecosur
CERSPC04,Ceratina,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Ceratina sp. C04
CERSP08,Ceratina,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Ceratina sp. 08 Ecosur
CERSP09,Ceratina,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Ceratina sp. 09M Ecosur
CERSP08F,Ceratina,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Ceratina sp. 08F Ecosur
CERSP06,Ceratina,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Ceratina sp. 06 Ecosur
CERDIM,Ceratina dimidiata,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Ceratina dimidiata
CERIND,Ceratina,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Ceratina indigovirens
DELSP05F,Deltoptila,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Deltoptila,Deltoptila sp. 05F Ecosur
DELSP,Deltoptila,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Deltoptila,
EXOLIM,Exomalopsis limata,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Exomalopsis,Exomalopsis limata
EXOSP05,Exomalopsis,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Exomalopsis,Exomalopsis sp. 05 Ecosur
ANTGUA,Anthodioctes gualanensis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Anthodioctes,Anthodioctes gualanensis
COECIS,Coelioxys cisnerosi,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Coelioxys,Coelioxys cisnerosi
MEGAFFHAB,Megachile cf. habilis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile cf. habilis
MELNUD,Melitoma nudicauda,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Melitoma,Melitoma nudicauda
CERAUR,Ceratina auriviridis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Ceratina auriviridis
PEPAZT,Peponapis azteca,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Peponapis,Peponapis azteca
PEPSMI,Peponapis smithi,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Peponapis,Peponapis smithi
PARMOE,Paratetrapedia moesta,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Paratetrapedia,Paratetrapedia moesta
MEISP03,Melitoma,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Melitoma,Melitoma sp. 03
PARPARSP02,Paranthidium,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Paranthidium,Paranthidium sp. 02 Ecosur
COEAZT,Coelioxys aztecus,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Coelioxys,Coelioxys aztecus
ANDSP21,Andrena sp. 21 nr. vidalesi,species,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Andrena,Andrena sp. 21 nr. vidalesi
AUGCOM,Augochlorella comis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlorella,Augochlorella comis
MEGEXA,Megachile exaltata,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile exaltata
MELSEG,Melitoma segmentaria,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Melitoma,Melitoma segmentaria
CAEINE,Caenaugochlora inermis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Caenaugochlora,Caenaugochlora inermis
EXOSP02,Exomalopsis,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Exomalopsis,Exomalopsis sp. 02
NEOCRI,Neocorynura cribrita,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Neocorynura,Neocorynura cribrita
HYLSP04,Hylaeus,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Hylaeus,Hylaeus sp. 04
MEGVIA,Megachile viator,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile viator
COLMAC,Colletes macconnelli,species,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Colletes,Colletes macconnelli
HYLSP02,Hylaeus,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Hylaeus,Hylaeus sp. 02
COLAZT,Colletes aztekus,species,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Colletes,Colletes aztekus
ANTAPI,Anthidiellum apicale,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Anthidiellum,Anthidiellum apicale
PLELLO,Plebeia llorentei,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Plebeia,Plebeia llorentei
GAEMEX,Gaesischia mexicana,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Gaesischia,Gaesischia mexicana
MEGSP08,Megachile,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile sp. 08
PSEMEX,Pseudopanurgus mexicanus,species,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Pseudopanurgus,Pseudopanurgus mexicanus
MEGCLA,Megachile clara,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile clara
CAHSP01,Caenohalictus,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Caenohalictus,Caenohalictus sp. 01
COLPUN,Colletes punctipennis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Colletes,Colletes punctipennis
TRICAM,Triepeolus cameroni,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Triepeolus,Triepeolus cameroni
CENLUT,Centris lutea,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Centris,Centris lutea
LASCOS,Lasioglossum costale,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum costale
NEOLIG,Neocorynura lignys,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Neocorynura,Neocorynura lignys
XANFLA,Xanthopedia flavopicta,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xanthopedia,Xanthopedia flavopicta
ANTHO3,Anthodioctes,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Anthodioctes,Anthodioctes sp. 03
MEGELO,Megachile elongata,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile elongata
AUGPOM,Augochlorella pomoniella,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochlorella,Augochlorella pomoniella
STECOST,Stelis costaricensis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Stelis,Stelis costaricensis
XYLSTE,Xylocopa,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,
AUGSP01,Augochloropsis,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Augochloropsis,Augochloropsis sp. 01
TRIMIX,Trigonisca mixteca,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Trigonisca,Trigonisca mixteca
ASHSP02,Ashmeadiella,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Ashmeadiella,Ashmeadiella sp. 02
TETDON,Tetraloniella donata,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Tetraloniella,Tetraloniella donata
MEGFLA,Megachile flavihirsuta,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile flavihirsuta
ANTROD,Anthidium rodriguezi,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Anthidium,Anthidium rodriguezi
MELOTO,Melissoptila otomita,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Melissoptila,Melissoptila otomita
SVAALB,Svastra albocollaris,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Svastra,Svastra albocollaris
HETSP06SPNOV,Protandrena,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Protandrena,Protandrena sp.06 Ecosur sp. nov. 
SCAARG,Scaura argyrea,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Scaura,Scaura argyrea
MEGPTISP2TG,Megachile,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Megachile,Megachile sp. 2-TG
LASASA,Lasioglossum asaphes,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum asaphes
LASNYC,Lasioglossum nyctere,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum nyctere
PARPARSP06,Paranthidium,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Paranthidium,Paranthidium sp. 06 Ecosur
EPESP01,Epeolus,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Epeolus,Epeolus sp. 01
MELTHE,Melissodes thelypodii,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Melissodes,Melissodes thelypodii
TELSP,Tetraloniella,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Tetraloniella,
EUGATR,Euglossa atroveneta,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Euglossa,Euglossa atroveneta
EUGDIL,Euglossa dilemma,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Euglossa,Euglossa dilemma
EUGTOW,Euglossa townsendi,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Euglossa,Euglossa townsendi
EULLUT,Eulaema luteola,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Eulaema,Eulaema luteola
EXOBOH,Exomalopsis boharti,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Exomalopsis,Exomalopsis boharti
EXOOTO,Exomalopsis otomita,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Exomalopsis,Exomalopsis otomita
EXOSP08,Exomalopsis,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Exomalopsis,Exomalopsis sp. 08
MELSPC02,Melissodes,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Melissodes,Melissodes sp. C02
LOPPYG,Lophopedia pygmaea,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Lophopedia,Lophopedia pygmaea
MELISSP03,Melissodes,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Melissodes,Melissodes sp. 03
MELRAP,Melissodes raphaelis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Melissodes,Melissodes raphaelis
MELEUM,Melissodes,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Melissodes,
MELISSP01,Melissodes,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Melissodes,Melissodes sp. 01
MELISSP12,Melissodes,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Melissodes,Melissodes sp. 12
MELISSP14,Melissodes,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Melissodes,Melissodes sp. 14
PLEPUL,Plebeia pulchra,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Plebeia,Plebeia pulchra
PLEMOU,Plebeia moureana,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Plebeia,Plebeia moureana
COLSP26M,Colletes,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Colletes,Colletes sp. 26M Ecosur
COLSP02FECOTAP,Colletes,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Colletes,Colletes sp. 02
COLSP27FECOSUR,Colletes,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Colletes,Colletes sp. 27F Ecosur
MELISSP05,Melissodes,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Melissodes,Melissodes sp. 05
MELISSP07,Melissodes,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Melissodes,Melissodes sp. 07
MELISSP13,Melissodes,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Melissodes,Melissodes sp. 13
TELSP04,Tetraloniella,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Tetraloniella,"Tetraloniella sp. 04
"
COLSP25FECOSUR,Colletes,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Colletes,Colletes sp. 25F Ecosur
COLSP06FECOSUR,Colletes,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Colletes,Colletes sp. 06F Ecosur
TELSP02,Tetraloniella,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Tetraloniella,Tetraloniella sp. 02
MELISSP18,Melissodes,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Melissodes,Melissodes sp. 18
TETSP02,Tetrapedia,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Tetrapedia,Tetrapedia sp. 02
CERSP11,Ceratina,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Ceratina sp. 11 Ecosur
CERSP05,Ceratina,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Ceratina,Ceratina sp. 05 Ecosur
TETSP01,Tetrapedia,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Tetrapedia,Tetrapedia sp. 01
COLAFFAZT,Colletes aff. aztekus (Griswold),species,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Colletes,Colletes aff. aztekus (Griswold)
THYCOC,Thygater cockerelli,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Thygater,Thygater cockerelli
MELPER,Melissodes persimilis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Melissodes,Melissodes persimilis
MELISSP38,Melissodes,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Melissodes,Melissodes sp. 38
